reg_name,vote_url,is_collect,logo,scale,start_time,job_label,is_hr,description,tags,reg_num,com_url,mina_url,address,cities,reg_capi,types,info,name,pranum,url,industry,wurl,new_types,cname,com_type
统一社会信用代码,,0,https://sxsimg.xiaoyuanzhao.com/company_log/2020-08-07/b880122ad88911ea82996641c386d991.png,15-50人,2019-11-28,{'is_hirer': False},False,一家专注于金融科技领域的企业,"[""\u6709\u85aa\u5047\u671f"", ""\u6c1b\u56f4\u548c\u8c10\u6109\u5feb""]",91510100MA6977BM34,http://www.qichacha.com/firm_SH_eece81bb26108b899cbaa08514333807.shtml,pages/companypage/companypage?company_uuid=com_ce8siahps1wr,天府三街吉泰路666号福年广场T2写字楼,"['全国', '成都']",100万元人民币,"[{""job"": ""\u6280\u672f""}, {""job"": ""\u8fd0\u8425""}, {""job"": ""\u6570\u636e\u6316\u6398""}, {""job"": ""\u5927\u6570\u636e""}]","<div>
	鲸鲲智数科技专注于金融科技领域的技术研发，团队成员来自于凤凰金融、玖富集团、有利网等行业领先的金融平台，有着丰富的行业知识储备和技术积累。
</div>
<div>
	鲸鲲智数海外科技团队聚焦于印度金融科技输出，在信贷系统、生态风控体系建设和商业智能平台建设上崭露头角，与众多海内外合作伙伴共同深耕印度互联网金融。
</div>
<div>
	鲸鲲智数团队经过 2 年时间打造的以数据和策略驱动的的智能化决策产品，能够满足多场景的业务需求，为您提供准确完善的决策支持。
</div>",鲸鲲智数,0,https://www.shixiseng.com/com/com_ce8siahps1wr,金融/经济/投资/财会,www.whalekun.com,"['全部', '技术', '运营', '数据挖掘', '大数据']",成都鲸鲲智数科技有限公司,有限责任公司(自然人独资)
统一社会信用代码,,0,https://sxsimg.xiaoyuanzhao.com/14/78/145989C3743232A370943D4E768CB578.png,2000人以上,2004-02-12,{'is_hirer': False},False,亚信是亚太区大、全球第二大的业务运营支撑软件供应商。,[],91320100756891413N,http://www.qichacha.com/firm_SH_051949066be93a529d90eabd8f032f2d.shtml,pages/companypage/companypage?company_uuid=com_mtntjmfyesxg,北京,"['全国', '济南', '西安', '石家庄', '天津', '北京', '重庆', '武汉', '成都', '合肥', '南京']",10000万元人民币,"[{""job"": ""C/C++""}, {""job"": ""\u5185\u5bb9\u8fd0\u8425""}, {""job"": ""\u9500\u552e""}, {""job"": ""\u4ea7\u54c1\u52a9\u7406""}, {""job"": ""\u6570\u636e\u5e93""}, {""job"": ""\u884c\u653f""}, {""job"": ""\u6d4b\u8bd5""}, {""job"": ""IT\u8fd0\u7ef4""}, {""job"": ""\u4ea7\u54c1""}, {""job"": ""Java""}]","亚信是亚太区大、全球第二大的业务运营支撑软件供应商。自1993年成立起，亚信一路助力中国互联网走过快速发展的20年， 怀揣着“把互联网带入祖国”的理想，开始“中国互联网建筑师”的旅程，搭建了中国个商业化互联网骨干网—ChinaNet、个宽带IP网-CNCNet、个移动IP骨干网等，并于2000年成为家在美国上市的中国高科技企业。2002年起，亚信成功完成向电信支撑软件提供商的转型，提供覆盖电信运营商信息化运营全部环节的700多个解决方案和300多个软件产品，为中国、丹麦、匈牙利、印度等十余个国家超过10亿的电信用户提供支撑。
      在当前中国经济自主创新、转型升级的关键时刻，亚信自2014年开始进行战略转型，由集团统一运营商管控模式转化为战略规划管控，致力于成为“产业互联网时代的领航者”。目前，亚信拥有员工15000名，其中技术人员超过9000人；亚信软件、亚信数据、亚信安全、亚信国际和亚信在线五支战舰的雏形打造完成，亚信产业互联网生态圈初现。亚信舰队互相支撑，联合作战，五舰齐发，共同朝着产业互联网的蓝海进发。
未来，亚信将继续以民族软件业崛起为己任，凭借更高的运营效率、更强的软件产品和更好的服务能力，以创新的理念、开放的心态、合作的姿态，服务于我们的客户，引领产业互联网的发展，让中国软件影响世界，为中国经济转型升级贡献力量！",亚信,28,https://www.shixiseng.com/com/com_mtntjmfyesxg,互联网/游戏/软件,www.asiainfo.com.cn,"['全部', 'C/C++', '内容运营', '销售', '产品助理', '数据库', '行政', '测试', 'IT运维', '产品', 'Java']",亚信科技(南京)有限公司,有限责任公司(台港澳法人独资)
统一社会信用代码,,0,https://sxsimg.xiaoyuanzhao.com/52/87/520B3921C8E98AEEB4B665E215A78987.png,2000人以上,2014-07-02,{'is_hirer': False},False,国民短视频公司,"[""\u6709\u7559\u7528\u673a\u4f1a"", ""\u62d3\u5c55\u4eba\u8109"", ""\u9ad8\u7aef\u804c\u4f4d""]",911101083978285266,http://www.qichacha.com/firm_SH_929214be3d169312c890a3a406e7c076.shtml,pages/companypage/companypage?company_uuid=com_apirpsbfsk1a,上地西路,"['全国', '杭州', '北京', '广州', '成都', '深圳']",140192.1215万美元,"[{""job"": ""\u6280\u672f""}, {""job"": ""C/C++""}, {""job"": ""\u5f71\u89c6\u5a92\u4f53""}, {""job"": ""\u5e02\u573a\u5546\u52a1""}, {""job"": ""\u793e\u7fa4\u8fd0\u8425""}, {""job"": ""\u6d3b\u52a8\u8fd0\u8425""}, {""job"": ""\u6570\u636e\u8fd0\u8425""}, {""job"": ""\u7528\u6237\u7814\u7a76""}, {""job"": ""IT\u4e92\u8054\u7f51""}, {""job"": ""\u4ea7\u54c1\u8fd0\u8425""}, {""job"": ""\u524d\u7aef""}, {""job"": ""\u7f16\u5bfc""}, {""job"": ""\u5927\u6570\u636e""}, {""job"": ""\u7535\u5546\u8fd0\u8425""}, {""job"": ""\u65b0\u5a92\u4f53""}, {""job"": ""\u77e5\u8bc6\u4ea7\u6743""}, {""job"": ""\u8d22\u52a1\u5206\u6790""}, {""job"": ""\u8d22\u52a1""}, {""job"": ""\u8fd0\u8425""}, {""job"": ""\u5185\u5bb9\u8fd0\u8425""}, {""job"": ""\u6cd5\u52a1""}, {""job"": ""\u7b97\u6cd5""}, {""job"": ""\u6e38\u620f\u8fd0\u8425""}, {""job"": ""\u4eba\u4e8b/HR""}, {""job"": ""\u516c\u5173""}, {""job"": ""\u884c\u653f""}, {""job"": ""\u62db\u8058""}, {""job"": ""\u54c1\u724c""}, {""job"": ""\u4ea7\u54c1""}, {""job"": ""IT\u8fd0\u7ef4""}, {""job"": ""\u5546\u52a1""}, {""job"": ""Java""}, {""job"": ""\u8bbe\u8ba1""}, {""job"": ""\u4ea7\u54c1\u52a9\u7406""}, {""job"": ""\u5e02\u573a""}, {""job"": ""\u6570\u636e\u6316\u6398""}, {""job"": ""\u6d4b\u8bd5""}, {""job"": ""\u6444\u5f71""}, {""job"": ""\u4eba\u529b\u8d44\u6e90""}, {""job"": ""Android""}]","快手是面向普通人的记录和分享生活的短视频社交平台。以“记录世界 记录你”，用有温度的科技提升每个人独特的幸福感为核心使命。<br />
<br />
截至2020年1月，快手拥有超过3亿日活用户，库存短视频数量超过200亿条，截止2020年8月，直播日活1.7亿+电商日活1亿+，快手游戏直播月活超过2.2亿，游戏短视频月活破3亿是全球领先的生活分享社区。<br />
<br />
<br />
在这里，用户可以通过短视频和照片形式记录自己的生活点滴，与他人分享喜怒哀乐；也可以通过直播方式与粉丝实时互动。通过快手，来自世界各地的普通人连接与互动，并且能够以影像记录的形式呈现 。<br />
<br />
产品理念<br />
<br />
简单，不打扰。快手首页只有“关注”、“发现”、“同城”3个标签和一个录制按钮，用户很容易上手，并能收到精准推荐的自己所感兴趣的内容。极简的交互设计背后，是团队多年来不断打磨产品、改进算法、优化用户体验的结果。<br />
<br />
平等普惠<br />
<br />
快手服务于普通人的记录与分享，平等普惠是快手的核心价值观，每个人都值得被记录。<br />
<br />
不论明星还是大V，不管在城市还是乡村，每个人都拥有平等分享和被关注的权利，快手不会特殊对待，不捧明星红人，不进行流量倾斜。<br />
<br />
快手鼓励所有人去记录真实的生活，通过公允的注意力分配，并通过强大的分发能力使得普通人获得足够的关注和连接，看到更大的世界，也被更大的世界看到。<br />
<br />
<br />
技术驱动<br />
<br />
快手是一家人工智能（AI）为核心技术的科技公司，AI技术深入产品骨髓，贯穿于内容生产、内容审核、内容分发、内容消费的全业务流程。<br />
<br />
快手拥有 计算机视觉与深度学习能力。通过人、内容及二者互动数据的理解，形成一个个优质模型；再凭借强大的算法匹配能力，推荐给用户可能感兴趣的内容，实现人与内容、人与人的精准连接。<br />",快手,3,https://www.shixiseng.com/com/com_apirpsbfsk1a,互联网/游戏/软件,,"['全部', '技术', 'C/C++', '影视媒体', '市场商务', '社群运营', '活动运营', '数据运营', '用户研究', 'IT互联网', '产品运营', '前端', '编导', '大数据', '电商运营', '新媒体', '知识产权', '财务分析', '财务', '运营', '内容运营', '法务', '算法', '游戏运营', '人事/HR', '公关', '行政', '招聘', '品牌', '产品', 'IT运维', '商务', 'Java', '设计', '产品助理', '市场', '数据挖掘', '测试', '摄影', '人力资源', 'Android']",北京达佳互联信息技术有限公司,有限责任公司(台港澳法人独资)
统一社会信用代码,https://www.shixiseng.com/hirer/his_rqrkjshtbljl,0,https://sxsimg.xiaoyuanzhao.com/company_logo/2015-15/YRGQgL45FWZN3iH.png,500-2000人,2002-01-28,{'is_hirer': False},False,致力于打造基于企业战略的动态人才供应链体系，并协助企业构建企业大学培训体系。,[],914401057349036714,http://www.qichacha.com/firm_SH_efd7b08629bde089442573755c37080a.shtml,pages/companypage/companypage?company_uuid=com_nbcrvovfphdr,广州,"['全国', '广州', '成都', '昆明']",5000万元人民币,"[{""job"": ""\u4eba\u529b\u8d44\u6e90""}, {""job"": ""\u52a9\u7406""}, {""job"": ""\u5ba2\u6237\u670d\u52a1""}, {""job"": ""\u9500\u552e""}, {""job"": ""\u5e02\u573a\u5546\u52a1""}, {""job"": ""\u7535\u5b50\u5de5\u7a0b""}, {""job"": ""\u63a8\u5e7f""}, {""job"": ""\u7528\u6237\u7814\u7a76""}, {""job"": ""\u65b0\u5a92\u4f53""}, {""job"": ""\u8d22\u52a1""}, {""job"": ""\u8fd0\u8425""}, {""job"": ""\u5185\u5bb9\u8fd0\u8425""}, {""job"": ""\u4eba\u4e8b/HR""}, {""job"": ""\u52a9\u7406/\u79d8\u4e66""}, {""job"": ""\u7f16\u8f91/\u91c7\u7f16""}, {""job"": ""\u54a8\u8be2""}, {""job"": ""\u5176\u4ed6""}, {""job"": ""\u884c\u653f""}, {""job"": ""\u5e73\u9762\u8bbe\u8ba1""}, {""job"": ""\u62db\u8058""}, {""job"": ""\u52a9\u6559""}, {""job"": ""\u4eba\u4e8b\u884c\u653f""}, {""job"": ""\u4ea7\u54c1""}, {""job"": ""\u4f01\u4e1a\u6587\u5316""}, {""job"": ""\u6559\u80b2\u54a8\u8be2""}, {""job"": ""\u7b56\u5212""}, {""job"": ""\u5546\u52a1""}, {""job"": ""\u54a8\u8be2/\u987e\u95ee""}, {""job"": ""\u57f9\u8bad""}, {""job"": ""\u5e02\u573a""}, {""job"": ""\u6559\u5b66\u652f\u6301""}, {""job"": ""\u524d\u53f0""}]",我们的使命：中大咨询运用“全能管理模式”打造机会平等的舞台，一切从企业利益出发，不偏不倚，实现客户、员工、股东和社会各方面利益的平衡发展。在未来的岁月中，中大咨询为实现“中国梦”，将全力实施“百千万工程”：培养百位富贵企业家，千名杰出经理人，成就万家卓越企业。我们的文化：中大咨询以“真、善、美”为核心价值观，从善的本性出发，帮助企业持续改善、提升组织能力，推动企业可持续发展。中大咨询希冀以企业的成功推动地区繁荣及中华伟大复兴，成就一个机会平等的社会。同时，我们关注每一位同事的成长，并致力于员工与公司的双赢。我们的特色：中大咨询传承中山大学的文化底蕴，集国际视野与中国智慧于一身，努力探索适合中国企业的管理哲学，并已形成“咨询+培训+IT”相结合的整体解决方案。我们的伙伴：中大咨询集中了一批来自咨询公司、企业界、知名院校、科研院所的资深顾问，这些专业咨询师大部分拥有国际国内一流大学商学院MBA学位或硕士以上学历，在战略、人力资源、流程管理、风险管理与内控等方面的有丰富的管理经验。同时，我们还拥有富有培训经验的培训管理团队，致力于打造基于企业战略的动态人才供应链体系，并协助企业构建企业大学培训体系。广阔的职业发展空间：中大咨询尊重员工的价值，重视个人的专长和发展，倡导人人机会平等，为团队中每一个人提供了不同的职业成长路径，提供相应的培训等。全面的薪酬福利体系：我们为员工提供具有竞争力的薪资；除了按国家规定缴纳五险一金外，我们还为员工购买商业保险；我们拥有体现业绩的激励和绩效机制；我们关注员工身心健康，除了完善的休假制度外，每位同事每月有1天病假日；我们每年至少举办2次员工活动如旅游、素质拓展，为全体员工提供聚会机会；我们为每月过生日的同事准备温馨的礼品；我们设立内部图书馆，为借阅各类管理书籍提供便利；我们对向公司经营管理做出贡献者，根据贡献程度给予各种形式奖励；我们向每位同事传达我们的关怀与感激。丰富多彩的业余生活：同事们自发组建各种俱乐部和兴趣小组，如Elegant Club、电影爱好者俱乐部、读书协会、羽毛球协会等。这些活动促进内部同事的交流，极大丰富了大家的业余生活，由公司提供专项的活动经费。中大咨询为您提供广阔的发展空间和良好的发挥平台，期盼您的加入，与您一起共创灿烂美好的明天。,中大咨询,33,https://www.shixiseng.com/com/com_nbcrvovfphdr,企业服务/咨询,www.mpgroup.cn/,"['全部', '人力资源', '助理', '客户服务', '销售', '市场商务', '电子工程', '推广', '用户研究', '新媒体', '财务', '运营', '内容运营', '人事/HR', '助理/秘书', '编辑/采编', '咨询', '其他', '行政', '平面设计', '招聘', '助教', '人事行政', '产品', '企业文化', '教育咨询', '策划', '商务', '咨询/顾问', '培训', '市场', '教学支持', '前台']",广州市中大管理咨询有限公司,有限责任公司(自然人投资或控股)
统一社会信用代码,,0,https://sxsimg.xiaoyuanzhao.com/21/4F/21C2298926D6A3607B676DABB0CD764F.png,2000人以上,2017-08-08,{'is_hirer': False},False,华南地区的一家房产经纪有限公司,"[""\u5927\u5b66\u751f"", ""\u540c\u4e8b\u4eba\u54c1\u597d"", ""\u5e74\u8f7b\u7b80\u5355"", ""\u6bd5\u4e1a\u751f\u63a5\u6536"", ""\u5185\u90e8\u798f\u5229"", ""\u5927\u516c\u53f8\u5e73\u53f0"", ""\u6210\u957f\u5feb"", ""\u6761\u4ef6\u597d"", ""\u4e94\u9669\u3001\u5f39\u6027\u5de5\u4f5c\uff0c\u53cc\u4f11\u3001\u5956\u91d1"", ""\u6709\u5e73\u53f0\u6709\u673a\u4f1a""]",91120104MA05UAD647,http://www.qichacha.com/firm_SH_df1978e6821261f7c42f984b09516c46.shtml,pages/companypage/companypage?company_uuid=com_kndktegnhrnx,深圳,"['全国', '天津', '南京']",1000万元人民币,"[{""job"": ""\u4f01\u4e1a\u6587\u5316""}, {""job"": ""\u5e02\u573a""}, {""job"": ""\u6570\u636e\u6316\u6398""}, {""job"": ""\u9500\u552e""}]","<p>
	深圳市乐有家控股集团（原名为深圳市家家顺控股集团，下述简称“集团”）成立于2008年，业务涵盖二手房买卖、房屋租赁、项目策划、新房代理、电子商务、资产管理、金融服务等领域，致力于打造一个线上线下一体化的E2E智能生态系统，为客户提供放心、省心、顺心的服务和解决方案。
</p>
<p>
	集团旗下拥有“乐有家”、“顺联担保”、“万顺通资产”、“家家顺物联科技”等品牌，数百家子公司、数千家分公司（连锁直营网点）遍及全国主要大中城市，各项业务高速发展，在行业低迷时依然稳健前行、健康成长，已发展成“以房地产经纪为龙头、金融和互联网为两翼”的大型企业集团。
</p>
<p>
	集团秉承“真诚正义，先人后己”的核心价值观，遵从扁平化、简单化、标准化、制度化、信息化、智能化的“六化”管理理念，坚持“为您，真诚到永远”的服务理念，力倡“业务一体化”新思维，创新“二三级联动销售”新模式，得到了社会各界的高度评价，曾获“值得信任的地产经纪品牌”、“全国房地产经纪机构”、“中国十大品牌中介机构”等多项殊荣。
</p>
<p>
	集团视人才为宝贵的财富，搭建了以员工发展为核心的培训体系，打造了全新线上线下一体化的“乐有家学院”；摒弃华而不实，反对铺张浪费，崇尚“健康、舒适、便利”的风格，推出了“运营低成本，员工高收入”的运营模式；秉承“员工富公司富，员工强公司强”的薪酬理念，推行了经纪人高分成制、管理人员利润分红制等薪酬福利政策，实施了『腾飞·聚赢』、『梦圆乐有家』、『城市CEO』人才工程等一系列独特的聚贤育才措施，集中构建富有行业竞争力的创业平台，助从业人员实现自我价值，携手共创辉煌。
</p>
<p>
	集团在“立足大深圳，扎根珠三角，密布全中国”的战略规划下，于2017年启动“百城万店”计划，将陆续进驻全国所有城市，实现“有家的地方就有乐有家”的宏伟愿景！
</p>",乐有家,5,https://www.shixiseng.com/com/com_kndktegnhrnx,互联网/游戏/软件,http://home.leyoujia.com,"['全部', '企业文化', '市场', '数据挖掘', '销售']",天津市乐有家房产经纪有限公司,有限责任公司
统一社会信用代码,,0,https://sxsimg.xiaoyuanzhao.com/38/E4/3804CCBEA05E7994750161A7B002E8E4.jpg,2000人以上,2014-08-21,{'is_hirer': False},False,业务涉及云安全、身份安全、终端安全的高科技企业,"[""\u5de5\u4f5c\u8f7b\u677e\u81ea\u7531"", ""\u725b\u4eba\u5e26\u961f"", ""\u4fe1\u606f\u6280\u672f"", ""\u6210\u957f\u5feb\u901f""]",9111010839603939XD,http://www.qichacha.com/firm_SH_9e77dca874a18fea553fd9a01287ce73.shtml,pages/companypage/companypage?company_uuid=com_qrdzlnwlgeov,北京市海淀区西北旺东路10号院东区亚信全球总部研发总部,"['全国', '石家庄', '天津', '北京']",28520万元人民币,"[{""job"": ""\u4ea7\u54c1""}, {""job"": ""\u6d3b\u52a8\u8fd0\u8425""}, {""job"": ""\u6570\u636e\u8fd0\u8425""}, {""job"": ""\u7528\u6237\u7814\u7a76""}, {""job"": ""\u54a8\u8be2""}, {""job"": ""\u6570\u636e\u6316\u6398""}, {""job"": ""UI\u8bbe\u8ba1""}]","<p style=""color:#333333;font-size:14px;font-variant-numeric:normal;font-variant-east-asian:normal;line-height:25px;margin-bottom:0px;margin-top:0px;padding:0px;text-indent:2em;white-space:normal;"">
	亚信科技是一家业务涉及 云安全、身份安全、 终端安全的高科技企业，成立于1993年，总部设在北京。<br />
<br />
2000年3月3日公司于纳斯达克上市；2010年公司与Linkage合并，更名为AsiaInfo-Linkage,Inc，南京亚信成为本集团一部分。公司旗下有有软件产品及相关服务、数字化运营服务等服务。<br />
<br />
2018年11月，亚信科技与百度签署合作协议，共同开拓非电信行业智能客服市场，也将在大数据和AI、物联网解决方案、5G应用研究及人才培养等方面展开全方位合作。<br />
</p>
<span style=""display:none;""></span>",亚信科技,0,https://www.shixiseng.com/com/com_qrdzlnwlgeov,互联网/游戏/软件,,"['全部', '产品', '活动运营', '数据运营', '用户研究', '咨询', '数据挖掘', 'UI设计']",北京亚信智慧数据科技有限公司,有限责任公司(台港澳法人独资)
统一社会信用代码,,0,https://sxsimg.xiaoyuanzhao.com/E8/FB/E87D620DFE6105CCDED52544D8365CFB.png,15-50人,2018-05-31,{'is_hirer': False},False,北京智汇绿行科技中心（普通合伙）成立于2018年5月，是一家新型的技术咨询企业。,"[""\u4e94\u9669&\u53cc;\u4f11"", ""\u63d0\u4f9b\u7559\u4efb\u673a\u4f1a"", ""\u826f\u597d\u56e2\u961f\u6c1b\u56f4"", ""\u5b9e\u4e60\u53ef\u8f6c\u6b63"", ""\u7eff\u8272\u5065\u5eb7\u884c\u4e1a"", ""\u5317\u4eac""]",91110108MA01CJLX97,http://www.qichacha.com/firm_SH_63ed271fda5bc9e836c07e10b5f77aab.shtml,pages/companypage/companypage?company_uuid=com_cdbgvjmwaoxa,北京市朝阳区建国路93号院万达广场8号楼701室,"['全国', '北京']",,"[{""job"": ""\u5927\u6570\u636e""}]","&nbsp; 北京智汇绿行科技中心（普通合伙）成立于2018年5月，是一家新型的技术咨询企业，主要从事环保、交通领域的信息化服务，业务内容包括计算机系统服务；基础软件服务、应用软件服务；技术开发、技术推广、技术转让、技术咨询、技术服务；软件开发；软件咨询；产品设计；模型设计；会议服务；电脑动画设计；自然科学研究与试验发展；工程和技术研究与试验发展，数据处理。企业类型为普通合伙企业。注册地址：北京市海淀区农大南路88号1号楼B1-175。<br />
&nbsp; 企业职工总数15人左右，其中技术人员约10人。企业配备技术人员及办公用技术设备，包括戴尔笔记本电脑、服务器及相关软件等，可保证项目的正常运行。<br />
&nbsp; 北京智汇绿行科技中心（普通合伙）项目团队在环境保护，区域大气污染控制，机动车污染控制，交通领域大数据采集与应用，低碳咨询及审计方面具有丰富的项目经验。<br />",智汇绿行,0,https://www.shixiseng.com/com/com_cdbgvjmwaoxa,企业服务/咨询,,"['全部', '大数据']",北京智汇绿行科技中心(普通合伙),普通合伙企业
统一社会信用代码,,0,https://sxsimg.xiaoyuanzhao.com/18/5B/18FD1F48F28582CC034512EB72BD455B.png,50-150人,2014-06-30,{'is_hirer': False},False,依托线上互联网产品，服务娱乐行业，连接线下B端娱乐公司与C端娱乐消费人群的数字娱乐平台,"[""\u540c\u4e8b\u989c\u503c\u9ad8"", ""\u53d1\u5c55\u673a\u4f1a"", ""\u9ad8\u85aa\u8d44""]",91110105306417036D,http://www.qichacha.com/firm_SH_6e650c2bd36fbc8fdbb57bcc99efe1dc.shtml,pages/companypage/companypage?company_uuid=com_dfme7hehqb4k,北京,"['全国', '北京']",142.209万元人民币,"[{""job"": ""\u6280\u672f""}, {""job"": ""\u98ce\u63a7""}, {""job"": ""\u89c6\u89c9\u8bbe\u8ba1""}, {""job"": ""\u4eba\u529b\u8d44\u6e90""}, {""job"": ""\u6444\u5f71""}, {""job"": ""\u8fd0\u8425""}, {""job"": ""\u7b97\u6cd5""}, {""job"": ""\u7f16\u8f91/\u91c7\u7f16""}, {""job"": ""\u6570\u636e\u6316\u6398""}, {""job"": ""\u54c1\u724c""}, {""job"": ""\u5ba2\u670d""}]","<p>
	Owhat<span>即</span><span>北京全星时空科技有限公司成立于</span>2014<span>年北京</span>，<span>是一个依托线上互联网产品，服务娱乐行业，连接线下</span>B<span>端娱乐公司与</span><span>C</span><span>端娱乐消费人群的数字娱乐平台。成立四年时间，</span><span>Owhat</span><span>从一个专注于经营（泛）明星核心粉丝社群粉丝运营平台升级为中国领先的偶像服务运营平台，为偶像艺人做全案服务，包括开发线上工具，管理明星核心粉丝群体的行为、数据及增量运营，整合线上及线下娱乐营销，明星</span><span>IP</span><span>开发及周边，偶像视觉等服务产品。</span>
</p>",owhat,0,https://www.shixiseng.com/com/com_dfme7hehqb4k,广告/传媒/公关/展览,www.owhat.cn,"['全部', '技术', '风控', '视觉设计', '人力资源', '摄影', '运营', '算法', '编辑/采编', '数据挖掘', '品牌', '客服']",北京全星时空科技有限公司,其他有限责任公司
统一社会信用代码,,0,https://sxsimg.xiaoyuanzhao.com/83/2C/83DF498CFC91BA7224D2E8C272FA002C.jpg,150-500人,2004-02-24,{'is_hirer': False},False,广东省、广州市一家内资融资租赁企业,"[""\u8fc7\u8282\u798f\u5229"", ""\u597d\u53d1\u5c55\u524d\u666f"", ""\u96c6\u56e2\u80cc\u666f"", ""\u56fd\u4f01""]",91440101759403083M,http://www.qichacha.com/firm_SH_4a2337c4ed2b2b1dec0864c82e609df9.shtml,pages/companypage/companypage?company_uuid=com_lt8zac1ispho,广州,"['全国', '广州']",50000万,"[{""job"": ""\u8d22\u52a1""}, {""job"": ""\u5206\u6790/\u8c03\u7814""}, {""job"": ""\u91d1\u878d""}, {""job"": ""\u8fd0\u8425""}, {""job"": ""Java""}, {""job"": ""\u52a9\u7406/\u79d8\u4e66""}, {""job"": ""\u884c\u653f""}, {""job"": ""\u6570\u636e\u6316\u6398""}]","<p>
	广州广汽租赁有限公司成立于2004年，是广州汽车集团商贸有限公司的全资子公司，注册资金为5亿元。2013年9月广汽租赁取得由中国商务部批准的融资租赁资质，成为广东省内资融资租赁公司。<br />
广汽租赁依托广汽集团品牌、资源和产业优势，起步于广汽集团上游供应商和下游经销商的全产业链，计划扩展到汽车全行业，致力于为客户提供汽车融资直租、汽车融资回租、设备融资租赁、应收账款保理等融资租赁服务。<br />
成立至今，广汽租赁已成为广汽丰田、广汽本田、广汽传祺、广汽菲克、广汽三菱、广汽日野的战略合作伙伴，目前下设7家分公司，分别为湖南分公司、成都分公司、重庆分公司、深圳分公司、清远分公司、佛山分公司、东莞分公司，计划2018年6月前开设分公司达25家，业务覆盖全国17个省市。<br />
广汽租赁投资方——广汽集团是一家大型国有控股股份制企业集团，其前身为成立于1997年6月的广州汽车集团有限公司。2005年6月28日，广州汽车工业集团有限公司、万向集团公司、中国机械工业集团有限公司、广州钢铁企业集团有限公司和广州市长隆酒店有限公司作为共同发起人，对原广州汽车集团有限公司进行股份制改造，设立广汽集团。在中国大型国有控股汽车集团中，广汽集团实现A+H股整体上市。<br />
广汽集团的主要业务有面向国内外市场的汽车整车及零部件设计与制造、汽车销售与物流、汽车金融、保险及相关服务，具有独立完整的产、供、销及研发体系。目前集团旗下拥有广汽乘用车、广汽本田、广汽丰田、广汽三菱、广汽菲亚特、广汽吉奥、广汽中兴、本田（中国）、广汽日野、广汽客车、五羊本田、广汽部件、广汽丰田发动机、上海日野发动机、广汽商贸、同方环球、中隆投资、广汽汇理、广爱公司、众诚保险、广汽资本、广汽研究院等数十家知名企业与研发机构。<br />
广汽集团以“铸造社会信赖的公众公司”为目标，不断提升经济效益, 持续改进资产质量, 赢利能力不断提升，取得了良好的财务绩效。同时，集团制定相对稳定、连续的利润分配方案，积极回报股东；集团坚持依法纳税，为国家创造的税收逐年增加。2013年广汽集团首次实现汽车产销、摩托车销量双超百万辆，成功晋级年产销“百万辆俱乐部”。同时实现营业收入从千亿到两千亿的又一历史性突破，并首次跻身《财富》世界500强。
</p>",广汽租赁,4,https://www.shixiseng.com/com/com_lt8zac1ispho,金融/经济/投资/财会,,"['全部', '财务', '分析/调研', '金融', '运营', 'Java', '助理/秘书', '行政', '数据挖掘']",广州广汽租赁有限公司,其他有限责任公司
统一社会信用代码,,0,https://sxsimg.xiaoyuanzhao.com/9F/21/9FA281D259E4BF0A85681B893EFF5B21.png,15-50人,2012-04-24,{'is_hirer': False},False,罡兴投资专注于二级市场量化交易，通过统计模型和机器学习进行程序化交易。,"["""", ""\u53d1\u5c55\u8fc5\u901f"", ""\u540c\u4e8bnice"", ""\u9ad8\u6548\u56e2\u961f"", ""\u5408\u4f19\u4eba\u7ba1\u7406"", ""\u5de5\u4f5c\u8212\u5fc3""]",913102305947314591,http://www.qichacha.com/firm_SH_2048caf77eb98253cdd84cb9629f445c.shtml,pages/companypage/companypage?company_uuid=com_hqditzhtmm7l,北京市海淀区清华科技园创业大厦911室,"['全国', '北京']",,"[{""job"": ""\u6570\u636e\u6316\u6398""}]","<p style=""font-family:-webkit-standard;"">
	罡兴投资是一家专注于二级市场量化交易的资管公司，通过统计和机器学习模型进行程序化证券交易。公司秉承着精英化团队管理的理念，有着纯正的清华基因和血统。投研团队汇集了全国奥林匹克竞赛多枚；80%以上来自于清华北大、以及海内外一流学府。公司合伙人曾就职于世界一流的金融机构和对冲基金，有着深厚的研究能力和投资实战经验。
</p>
<p style=""font-family:-webkit-standard;"">
	我们致力于成为海内外的量化交易团队，笃信技术可以带来革命，未来可以被计算。现阶段我们致力于A股Alpha和期货低延迟交易的研究，通过机器学习和数理统计捕捉稳定可靠的交易机会。公司以低延迟交易起步，取得了令人瞩目的成绩，并在股票和期货市场逐步开拓，稳扎稳打谋求长足发展。
</p>
<p style=""font-family:-webkit-standard;"">
	<span style=""letter-spacing:0px;"">与此同时，我们坚信非凡的团队才是致胜的金杯。在这里，我们有手把手的指导和扁平化的管理训练体系；在这里，我们以技术为种子，持续创新，追求卓越。如果你愿意加入到顶配的交易团队，有着与市场一较高下的抱负，我们真诚地邀请你一同并肩而战。</span> 
</p>",罡兴投资,0,https://www.shixiseng.com/com/com_hqditzhtmm7l,基金/证券/期货/投资,,"['全部', '数据挖掘']",上海罡兴投资管理合伙企业(有限合伙),有限合伙企业
